model,method_type,contamination,n_estimators,max_features,feature_set,anomalies_detected,anomaly_pct,total_days,true_positives,success,n_neighbors,eps,min_samples,threshold,window,period,span
IsolationForest,IsolationForest,0.15,300.0,0.75,rev_freight,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,0.75,multi_feature,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,0.75,temporal_basic,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,0.75,temporal_full,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,0.75,all_features,92,15.0,614,6,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,1.0,revenue_only,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,1.0,rev_orders,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,1.0,rev_freight,92,15.0,614,4,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,1.0,multi_feature,92,15.0,614,5,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,1.0,temporal_basic,92,15.0,614,6,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,1.0,temporal_full,92,15.0,614,3,yes,,,,,,,
IsolationForest,IsolationForest,0.15,300.0,1.0,all_features,92,15.0,614,4,yes,,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,revenue_only,7,1.1,614,2,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,rev_orders,7,1.1,614,3,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,rev_freight,7,1.1,614,1,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,multi_feature,7,1.1,614,1,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,temporal_basic,7,1.1,614,2,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,temporal_full,7,1.1,614,1,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,all_features,6,1.0,614,1,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,revenue_only,13,2.1,614,2,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,rev_orders,13,2.1,614,4,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,rev_freight,13,2.1,614,2,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,multi_feature,13,2.1,614,1,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,temporal_basic,13,2.1,614,2,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,temporal_full,13,2.1,614,1,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,all_features,13,2.1,614,1,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,revenue_only,19,3.1,614,3,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,rev_orders,19,3.1,614,4,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,rev_freight,19,3.1,614,2,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,multi_feature,19,3.1,614,2,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,temporal_basic,19,3.1,614,3,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,temporal_full,19,3.1,614,1,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,all_features,19,3.1,614,2,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,revenue_only,31,5.0,614,3,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,rev_orders,31,5.0,614,6,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,rev_freight,31,5.0,614,2,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,multi_feature,31,5.0,614,2,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,temporal_basic,31,5.0,614,3,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,temporal_full,31,5.0,614,3,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,all_features,31,5.0,614,2,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,revenue_only,43,7.0,614,4,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,rev_orders,43,7.0,614,6,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,rev_freight,43,7.0,614,4,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,multi_feature,43,7.0,614,3,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,temporal_basic,43,7.0,614,3,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,temporal_full,43,7.0,614,4,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,all_features,43,7.0,614,4,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,revenue_only,62,10.1,614,6,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,rev_orders,62,10.1,614,6,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,rev_freight,62,10.1,614,4,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,multi_feature,62,10.1,614,3,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,temporal_basic,62,10.1,614,4,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,temporal_full,62,10.1,614,4,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,all_features,62,10.1,614,4,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,revenue_only,92,15.0,614,6,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,rev_orders,92,15.0,614,8,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,rev_freight,92,15.0,614,4,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,multi_feature,92,15.0,614,3,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,temporal_basic,92,15.0,614,7,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,temporal_full,92,15.0,614,5,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,all_features,92,15.0,614,6,yes,5.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,revenue_only,7,1.1,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,rev_orders,7,1.1,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,rev_freight,7,1.1,614,1,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,multi_feature,7,1.1,614,1,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,temporal_basic,7,1.1,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,temporal_full,7,1.1,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,all_features,7,1.1,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,revenue_only,13,2.1,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,rev_orders,13,2.1,614,3,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,rev_freight,13,2.1,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,multi_feature,13,2.1,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,temporal_basic,13,2.1,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,temporal_full,13,2.1,614,3,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,all_features,13,2.1,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,revenue_only,19,3.1,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,rev_orders,19,3.1,614,3,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,rev_freight,19,3.1,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,multi_feature,19,3.1,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,temporal_basic,19,3.1,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,temporal_full,19,3.1,614,3,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,all_features,19,3.1,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,revenue_only,31,5.0,614,3,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,rev_orders,31,5.0,614,4,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,rev_freight,31,5.0,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,multi_feature,31,5.0,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,temporal_basic,31,5.0,614,4,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,temporal_full,31,5.0,614,3,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,all_features,31,5.0,614,3,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,revenue_only,43,7.0,614,3,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,rev_orders,43,7.0,614,5,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,rev_freight,43,7.0,614,3,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,multi_feature,43,7.0,614,2,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,temporal_basic,43,7.0,614,4,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,temporal_full,43,7.0,614,3,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,all_features,43,7.0,614,3,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,revenue_only,62,10.1,614,4,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,rev_orders,62,10.1,614,5,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,rev_freight,62,10.1,614,3,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,multi_feature,62,10.1,614,3,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,temporal_basic,62,10.1,614,6,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,temporal_full,62,10.1,614,3,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,all_features,62,10.1,614,3,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,revenue_only,92,15.0,614,4,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,rev_orders,92,15.0,614,7,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,rev_freight,92,15.0,614,4,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,multi_feature,92,15.0,614,3,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,temporal_basic,92,15.0,614,7,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,temporal_full,92,15.0,614,4,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,all_features,92,15.0,614,5,yes,10.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,revenue_only,7,1.1,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,rev_orders,7,1.1,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,rev_freight,7,1.1,614,1,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,multi_feature,7,1.1,614,1,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,temporal_basic,7,1.1,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,temporal_full,7,1.1,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,all_features,7,1.1,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,revenue_only,13,2.1,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,rev_orders,13,2.1,614,3,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,rev_freight,13,2.1,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,multi_feature,13,2.1,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,temporal_basic,13,2.1,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,temporal_full,13,2.1,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,all_features,13,2.1,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,revenue_only,19,3.1,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,rev_orders,19,3.1,614,3,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,rev_freight,19,3.1,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,multi_feature,19,3.1,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,temporal_basic,19,3.1,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,temporal_full,19,3.1,614,3,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,all_features,19,3.1,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,revenue_only,31,5.0,614,3,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,rev_orders,31,5.0,614,3,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,rev_freight,31,5.0,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,multi_feature,31,5.0,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,temporal_basic,31,5.0,614,3,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,temporal_full,31,5.0,614,3,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,all_features,31,5.0,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,revenue_only,43,7.0,614,3,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,rev_orders,43,7.0,614,4,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,rev_freight,43,7.0,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,multi_feature,43,7.0,614,2,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,temporal_basic,43,7.0,614,5,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,temporal_full,43,7.0,614,3,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,all_features,43,7.0,614,3,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,revenue_only,62,10.1,614,3,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,rev_orders,62,10.1,614,5,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,rev_freight,62,10.1,614,3,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,multi_feature,62,10.1,614,3,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,temporal_basic,62,10.1,614,5,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,temporal_full,62,10.1,614,3,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,all_features,62,10.1,614,4,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,revenue_only,92,15.0,614,3,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,rev_orders,92,15.0,614,7,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,rev_freight,92,15.0,614,3,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,multi_feature,92,15.0,614,4,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,temporal_basic,92,15.0,614,7,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,temporal_full,92,15.0,614,4,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,all_features,92,15.0,614,5,yes,15.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,revenue_only,7,1.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,rev_orders,7,1.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,rev_freight,7,1.1,614,1,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,multi_feature,7,1.1,614,1,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,temporal_basic,7,1.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,temporal_full,7,1.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,all_features,7,1.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,revenue_only,13,2.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,rev_orders,13,2.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,rev_freight,13,2.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,multi_feature,13,2.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,temporal_basic,13,2.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,temporal_full,13,2.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,all_features,13,2.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,revenue_only,19,3.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,rev_orders,19,3.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,rev_freight,19,3.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,multi_feature,19,3.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,temporal_basic,19,3.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,temporal_full,19,3.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,all_features,19,3.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,revenue_only,31,5.0,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,rev_orders,31,5.0,614,3,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,rev_freight,31,5.0,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,multi_feature,31,5.0,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,temporal_basic,31,5.0,614,4,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,temporal_full,31,5.0,614,3,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,all_features,31,5.0,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,revenue_only,43,7.0,614,3,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,rev_orders,43,7.0,614,3,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,rev_freight,43,7.0,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,multi_feature,43,7.0,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,temporal_basic,43,7.0,614,5,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,temporal_full,43,7.0,614,3,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,all_features,43,7.0,614,3,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,revenue_only,62,10.1,614,3,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,rev_orders,62,10.1,614,5,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,rev_freight,62,10.1,614,3,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,multi_feature,62,10.1,614,2,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,temporal_basic,62,10.1,614,5,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,temporal_full,62,10.1,614,4,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,all_features,62,10.1,614,3,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,revenue_only,92,15.0,614,3,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,rev_orders,92,15.0,614,6,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,rev_freight,92,15.0,614,3,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,multi_feature,92,15.0,614,4,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,temporal_basic,92,15.0,614,7,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,temporal_full,92,15.0,614,5,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.15,,,all_features,92,15.0,614,5,yes,20.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,revenue_only,7,1.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,rev_orders,7,1.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,rev_freight,7,1.1,614,1,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,multi_feature,7,1.1,614,1,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,temporal_basic,7,1.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,temporal_full,7,1.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.01,,,all_features,7,1.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,revenue_only,13,2.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,rev_orders,13,2.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,rev_freight,13,2.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,multi_feature,13,2.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,temporal_basic,13,2.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,temporal_full,13,2.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.02,,,all_features,13,2.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,revenue_only,19,3.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,rev_orders,19,3.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,rev_freight,19,3.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,multi_feature,19,3.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,temporal_basic,19,3.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,temporal_full,19,3.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.03,,,all_features,19,3.1,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,revenue_only,31,5.0,614,3,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,rev_orders,31,5.0,614,3,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,rev_freight,31,5.0,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,multi_feature,31,5.0,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,temporal_basic,31,5.0,614,4,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,temporal_full,31,5.0,614,3,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.05,,,all_features,31,5.0,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,revenue_only,43,7.0,614,3,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,rev_orders,43,7.0,614,3,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,rev_freight,43,7.0,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,multi_feature,43,7.0,614,2,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,temporal_basic,43,7.0,614,4,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,temporal_full,43,7.0,614,4,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.07,,,all_features,43,7.0,614,3,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,revenue_only,62,10.1,614,3,yes,25.0,,,,,,
LocalOutlierFactor,LocalOutlierFactor,0.1,,,rev_orders,62,10.1,614,5,yes,25.0,,,,,,
