model,method_type,contamination,n_estimators,max_features,feature_set,anomalies_detected,anomaly_pct,total_days,true_positives,success,n_neighbors,eps,min_samples,threshold,window,period,span
DBSCAN,DBSCAN,,,,temporal_full,10,1.6,614,2,yes,,1.0,3.0,,,,
DBSCAN,DBSCAN,,,,all_features,125,20.4,614,7,no,,1.0,3.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.0,5.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,1.0,5.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,5,0.8,614,1,no,,1.0,5.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,28,4.6,614,2,yes,,1.0,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,8,1.3,614,2,yes,,1.0,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,18,2.9,614,2,yes,,1.0,5.0,,,,
DBSCAN,DBSCAN,,,,all_features,154,25.1,614,8,no,,1.0,5.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.0,7.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,1.0,7.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,10,1.6,614,1,yes,,1.0,7.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,29,4.7,614,2,yes,,1.0,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,8,1.3,614,2,yes,,1.0,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,23,3.7,614,2,yes,,1.0,7.0,,,,
DBSCAN,DBSCAN,,,,all_features,183,29.8,614,9,no,,1.0,7.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.0,10.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,1.0,10.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,10,1.6,614,1,yes,,1.0,10.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,34,5.5,614,2,yes,,1.0,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,9,1.5,614,2,yes,,1.0,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,30,4.9,614,2,yes,,1.0,10.0,,,,
DBSCAN,DBSCAN,,,,all_features,216,35.2,614,10,no,,1.0,10.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.0,15.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,1.0,15.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,11,1.8,614,1,yes,,1.0,15.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,37,6.0,614,2,yes,,1.0,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,12,2.0,614,2,yes,,1.0,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,36,5.9,614,2,yes,,1.0,15.0,,,,
DBSCAN,DBSCAN,,,,all_features,313,51.0,614,12,no,,1.0,15.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.0,20.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,1.0,20.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,11,1.8,614,1,yes,,1.0,20.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,41,6.7,614,3,yes,,1.0,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,15,2.4,614,2,yes,,1.0,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,46,7.5,614,3,yes,,1.0,20.0,,,,
DBSCAN,DBSCAN,,,,all_features,410,66.8,614,12,no,,1.0,20.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.2,2.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,1.2,2.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,1.2,2.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,11,1.8,614,2,yes,,1.2,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,1.2,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,3,0.5,614,2,no,,1.2,2.0,,,,
DBSCAN,DBSCAN,,,,all_features,45,7.3,614,4,yes,,1.2,2.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.2,3.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,1.2,3.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,1.2,3.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,17,2.8,614,2,yes,,1.2,3.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,1.2,3.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,7,1.1,614,2,yes,,1.2,3.0,,,,
DBSCAN,DBSCAN,,,,all_features,57,9.3,614,4,yes,,1.2,3.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.2,5.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,1.2,5.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,1.2,5.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,19,3.1,614,2,yes,,1.2,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,7,1.1,614,2,yes,,1.2,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,7,1.1,614,2,yes,,1.2,5.0,,,,
DBSCAN,DBSCAN,,,,all_features,84,13.7,614,7,yes,,1.2,5.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.2,7.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,1.2,7.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,7,1.1,614,1,yes,,1.2,7.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,22,3.6,614,2,yes,,1.2,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,7,1.1,614,2,yes,,1.2,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,9,1.5,614,2,yes,,1.2,7.0,,,,
DBSCAN,DBSCAN,,,,all_features,92,15.0,614,7,yes,,1.2,7.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.2,10.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,1.2,10.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,8,1.3,614,1,yes,,1.2,10.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,22,3.6,614,2,yes,,1.2,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,7,1.1,614,2,yes,,1.2,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,13,2.1,614,2,yes,,1.2,10.0,,,,
DBSCAN,DBSCAN,,,,all_features,108,17.6,614,7,no,,1.2,10.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.2,15.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,1.2,15.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,8,1.3,614,1,yes,,1.2,15.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,28,4.6,614,2,yes,,1.2,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,7,1.1,614,2,yes,,1.2,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,17,2.8,614,2,yes,,1.2,15.0,,,,
DBSCAN,DBSCAN,,,,all_features,127,20.7,614,7,no,,1.2,15.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.2,20.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,2,0.3,614,2,no,,1.2,20.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,8,1.3,614,1,yes,,1.2,20.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,28,4.6,614,2,yes,,1.2,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,10,1.6,614,2,yes,,1.2,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,18,2.9,614,2,yes,,1.2,20.0,,,,
DBSCAN,DBSCAN,,,,all_features,168,27.4,614,7,no,,1.2,20.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.5,2.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,1.5,2.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,1.5,2.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,8,1.3,614,2,yes,,1.5,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,1.5,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,2,0.3,614,2,no,,1.5,2.0,,,,
DBSCAN,DBSCAN,,,,all_features,22,3.6,614,2,yes,,1.5,2.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.5,3.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,1.5,3.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,1.5,3.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,12,2.0,614,2,yes,,1.5,3.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,1.5,3.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,2,0.3,614,2,no,,1.5,3.0,,,,
DBSCAN,DBSCAN,,,,all_features,28,4.6,614,2,yes,,1.5,3.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.5,5.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,1.5,5.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,1.5,5.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,12,2.0,614,2,yes,,1.5,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,1.5,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,7,1.1,614,2,yes,,1.5,5.0,,,,
DBSCAN,DBSCAN,,,,all_features,40,6.5,614,2,yes,,1.5,5.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.5,7.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,1.5,7.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,7,1.1,614,1,yes,,1.5,7.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,12,2.0,614,2,yes,,1.5,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,7,1.1,614,2,yes,,1.5,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,7,1.1,614,2,yes,,1.5,7.0,,,,
DBSCAN,DBSCAN,,,,all_features,44,7.2,614,2,yes,,1.5,7.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.5,10.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,1.5,10.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,7,1.1,614,1,yes,,1.5,10.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,14,2.3,614,2,yes,,1.5,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,7,1.1,614,2,yes,,1.5,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,8,1.3,614,2,yes,,1.5,10.0,,,,
DBSCAN,DBSCAN,,,,all_features,48,7.8,614,2,yes,,1.5,10.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.5,15.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,1.5,15.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,7,1.1,614,1,yes,,1.5,15.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,15,2.4,614,2,yes,,1.5,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,7,1.1,614,2,yes,,1.5,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,8,1.3,614,2,yes,,1.5,15.0,,,,
DBSCAN,DBSCAN,,,,all_features,48,7.8,614,2,yes,,1.5,15.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,1.5,20.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,1.5,20.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,7,1.1,614,1,yes,,1.5,20.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,15,2.4,614,2,yes,,1.5,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,7,1.1,614,2,yes,,1.5,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,8,1.3,614,2,yes,,1.5,20.0,,,,
DBSCAN,DBSCAN,,,,all_features,59,9.6,614,3,yes,,1.5,20.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,2.0,2.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,2.0,2.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,2.0,2.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,4,0.7,614,1,no,,2.0,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,2.0,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,2,0.3,614,2,no,,2.0,2.0,,,,
DBSCAN,DBSCAN,,,,all_features,8,1.3,614,2,yes,,2.0,2.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,2.0,3.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,2.0,3.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,2.0,3.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,6,1.0,614,1,yes,,2.0,3.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,2.0,3.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,2,0.3,614,2,no,,2.0,3.0,,,,
DBSCAN,DBSCAN,,,,all_features,12,2.0,614,2,yes,,2.0,3.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,2.0,5.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,2.0,5.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,2.0,5.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,6,1.0,614,1,yes,,2.0,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,2.0,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,2,0.3,614,2,no,,2.0,5.0,,,,
DBSCAN,DBSCAN,,,,all_features,16,2.6,614,2,yes,,2.0,5.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,2.0,7.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,2.0,7.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,2.0,7.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,7,1.1,614,1,yes,,2.0,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,2.0,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,7,1.1,614,2,yes,,2.0,7.0,,,,
DBSCAN,DBSCAN,,,,all_features,16,2.6,614,2,yes,,2.0,7.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,2.0,10.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,2.0,10.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,2.0,10.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,7,1.1,614,1,yes,,2.0,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,2.0,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,7,1.1,614,2,yes,,2.0,10.0,,,,
DBSCAN,DBSCAN,,,,all_features,18,2.9,614,2,yes,,2.0,10.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,2.0,15.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,2.0,15.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,5,0.8,614,1,no,,2.0,15.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,8,1.3,614,1,yes,,2.0,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,2.0,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,7,1.1,614,2,yes,,2.0,15.0,,,,
DBSCAN,DBSCAN,,,,all_features,22,3.6,614,2,yes,,2.0,15.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,2.0,20.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,2.0,20.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,5,0.8,614,1,no,,2.0,20.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,8,1.3,614,1,yes,,2.0,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,2.0,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,7,1.1,614,2,yes,,2.0,20.0,,,,
DBSCAN,DBSCAN,,,,all_features,24,3.9,614,2,yes,,2.0,20.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,2.5,2.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,2.5,2.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,2.5,2.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,3,0.5,614,1,no,,2.5,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,2.5,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,2,0.3,614,2,no,,2.5,2.0,,,,
DBSCAN,DBSCAN,,,,all_features,7,1.1,614,2,yes,,2.5,2.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,2.5,3.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,2.5,3.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,2.5,3.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,5,0.8,614,1,no,,2.5,3.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,2.5,3.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,2,0.3,614,2,no,,2.5,3.0,,,,
DBSCAN,DBSCAN,,,,all_features,11,1.8,614,2,yes,,2.5,3.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,2.5,5.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,2.5,5.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,2.5,5.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,5,0.8,614,1,no,,2.5,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,2.5,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,2,0.3,614,2,no,,2.5,5.0,,,,
DBSCAN,DBSCAN,,,,all_features,15,2.4,614,2,yes,,2.5,5.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,2.5,7.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,2.5,7.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,2.5,7.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,5,0.8,614,1,no,,2.5,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,2.5,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,7,1.1,614,2,yes,,2.5,7.0,,,,
DBSCAN,DBSCAN,,,,all_features,15,2.4,614,2,yes,,2.5,7.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,2.5,10.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,2.5,10.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,2.5,10.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,6,1.0,614,1,yes,,2.5,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,2.5,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,7,1.1,614,2,yes,,2.5,10.0,,,,
DBSCAN,DBSCAN,,,,all_features,15,2.4,614,2,yes,,2.5,10.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,2.5,15.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,2.5,15.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,2.5,15.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,7,1.1,614,1,yes,,2.5,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,2.5,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,7,1.1,614,2,yes,,2.5,15.0,,,,
DBSCAN,DBSCAN,,,,all_features,15,2.4,614,2,yes,,2.5,15.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,2.5,20.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,2.5,20.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,2.5,20.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,7,1.1,614,1,yes,,2.5,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,2.5,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,7,1.1,614,2,yes,,2.5,20.0,,,,
DBSCAN,DBSCAN,,,,all_features,16,2.6,614,2,yes,,2.5,20.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,3.0,2.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,3.0,2.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,3.0,2.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,2,0.3,614,1,no,,3.0,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,3.0,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,2,0.3,614,2,no,,3.0,2.0,,,,
DBSCAN,DBSCAN,,,,all_features,5,0.8,614,2,no,,3.0,2.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,3.0,3.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,3.0,3.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,3.0,3.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,2,0.3,614,1,no,,3.0,3.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,3.0,3.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,2,0.3,614,2,no,,3.0,3.0,,,,
DBSCAN,DBSCAN,,,,all_features,7,1.1,614,2,yes,,3.0,3.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,3.0,5.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,3.0,5.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,3.0,5.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,3,0.5,614,1,no,,3.0,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,3.0,5.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,2,0.3,614,2,no,,3.0,5.0,,,,
DBSCAN,DBSCAN,,,,all_features,7,1.1,614,2,yes,,3.0,5.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,3.0,7.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,3.0,7.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,3.0,7.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,3,0.5,614,1,no,,3.0,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,3.0,7.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,7,1.1,614,2,yes,,3.0,7.0,,,,
DBSCAN,DBSCAN,,,,all_features,12,2.0,614,2,yes,,3.0,7.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,3.0,10.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,3.0,10.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,3.0,10.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,3,0.5,614,1,no,,3.0,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,3.0,10.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,7,1.1,614,2,yes,,3.0,10.0,,,,
DBSCAN,DBSCAN,,,,all_features,12,2.0,614,2,yes,,3.0,10.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,3.0,15.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,3.0,15.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,3.0,15.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,3,0.5,614,1,no,,3.0,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,3.0,15.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,7,1.1,614,2,yes,,3.0,15.0,,,,
DBSCAN,DBSCAN,,,,all_features,13,2.1,614,2,yes,,3.0,15.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,3.0,20.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,3.0,20.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,3.0,20.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,3,0.5,614,1,no,,3.0,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,3.0,20.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,7,1.1,614,2,yes,,3.0,20.0,,,,
DBSCAN,DBSCAN,,,,all_features,13,2.1,614,2,yes,,3.0,20.0,,,,
DBSCAN,DBSCAN,,,,revenue_only,1,0.2,614,1,no,,4.0,2.0,,,,
DBSCAN,DBSCAN,,,,rev_orders,1,0.2,614,1,no,,4.0,2.0,,,,
DBSCAN,DBSCAN,,,,rev_freight,2,0.3,614,1,no,,4.0,2.0,,,,
DBSCAN,DBSCAN,,,,multi_feature,2,0.3,614,1,no,,4.0,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_basic,2,0.3,614,2,no,,4.0,2.0,,,,
DBSCAN,DBSCAN,,,,temporal_full,2,0.3,614,2,no,,4.0,2.0,,,,
